id,worktype,subsystem,severity,priority,assignee_bucket,state,project,title
COW-979,CIP-conformance-audit,Node,low,4,pav,Todo,CIP-4: State Storage & Persistence,[Node] Historical state queries (proof-of-historical-state for light clients)
COW-970,CIP-conformance-audit,Node,low,4,pav,Todo,CIP-3: Dual-Metered Fee Model,[Node] Plan to promote Phase 2a pvm_per_instr_gas (observe-only) into consensus metering
COW-938,CIP-conformance-audit,Node,low,4,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] Verify CIP-31 Tier-0 parameter wiring vs hardcoded Rust constants
COW-1283,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Node] Migration policy: pick wipe (devnet/testnet) vs online (any future mainnet) + implementation
COW-1282,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Node/RPC] Expose per-actor proof endpoint: `GET Actor.storage_root` + opens against subtree
COW-1279,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Node] Define the well-known empty-trie root constant for the chosen scheme
COW-1267,CIP-conformance-audit,Node,medium,0,pav,Todo,"Whitepaper — Economics, Entitlements & Genesis",[Node] Entitlement Registry (0x07): state schema + grant/revoke history + audit trail
COW-1256,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage",[Spec/Node] Align CIP-4 actor-state rent epoch and CIP-9 CBFS volume rent epoch (avoid orphaned-volume drift)
COW-1255,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage",[Node] Implement `host: blob commit (per KiB) = 40 cycles` metering
COW-1254,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage",[Node] Two-tier blob pricing: inline (≤64 KiB cells-metered) vs CBFS (>64 KiB storage-rent)
COW-1236,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",[Node] Cross-system-actor reentrancy/call-graph integration tests
COW-1234,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",[Node] Genesis: ensure all system actors (0x01..0x0C + 0x1D + reserved 0x0D..0x12) have code deployed at genesis
COW-1233,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",[Node] Cross-system-actor reentrancy + call-graph audit
COW-1232,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",[Node] Document precompile gas-cost table + verify against WP §3.5 examples
COW-1230,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",[Node] Epoch boundary processing order: define & test pre-tx vs post-tx ordering of rent/inflation/validator-set/basefee
COW-1220,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",[Node] Deferred-tx concurrency tests: FIFO under concurrent same-sender deferreds
COW-1219,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",[Node] Mempool: per-peer rate limit + sustained-load eviction tests
COW-1216,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",[Node/Spec] Reconcile MAX_EMITS_PER_TX (16) vs WP §3 message fanout cap (1024)
COW-1215,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",[Node] Access-list validation: replace empty stub with actual checks
COW-1210,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",[Node] P2P peer scoring + anti-spam at gossip layer
COW-1209,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",[Node/Spec] Full state sync protocol: state-trie chunk download + recovery
COW-1207,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness","[Node] Cowboy-level integration tests for consensus invariants (finality, view change, validator-set transition)"
COW-1205,CIP-conformance-audit,Node,medium,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",[Node] Block QC signer bitmap (finality-proof verification)
COW-1187,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-18: Payments,[Node] payment.gate entitlement registration
COW-1152,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-29: On-Chain Event Hooks,[Node/SDK] Payload schema validation at emit + subscribe time
COW-1150,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-29: On-Chain Event Hooks,[Node] Manifest entitlement gating for event subscription (prevent untrusted spam)
COW-1149,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-29: On-Chain Event Hooks,[Node] Subscriber actor deletion between emit and H+1 fire: emit a SubscriptionExpired event
COW-1147,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-29: On-Chain Event Hooks,[Node] Receipt schema: triggered_by_emit field for async causality correlation
COW-1142,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-28: Cowboy Agent Banking,"[Node] FiatMintVoucher signature verification + replay protection (§3.3, §6.2)"
COW-1141,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Node] Timer-deferred tx double-accounting (§4.3)
COW-1140,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Node] Card state machine: Active / Frozen / Closed / Expired transitions (§5.3)
COW-1139,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-28: Cowboy Agent Banking,"[Node] Emit nine event types (CardIssued, CardDeposited, CardWithdrawn, GasCharged, Frozen, Unfrozen, PolicyUpdated, OwnershipTransferred, BankRegistered) (§3.6)"
COW-1138,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Node] Whitelist enforcement: allowed_receivers + allowed_syscall_kinds
COW-1117,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-25: Cross-Chain Architecture,[Node] Cross-chain fee prepayment + relayer bounty (20% treasury / 80% relayer)
COW-1116,CIP-conformance-audit,Node,medium,3,pav,Backlog,CIP-25: Cross-Chain Architecture,"[Node] Cross-chain message timeout + cancellation (expiry, reclaim, on_timeout)"
COW-1115,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-25: Cross-Chain Architecture,[Node] Fraud-proof window + slashing for runner-committee backend
COW-1109,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Node] CRL / TCB-update lifecycle handling
COW-1093,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,[Node/Examples] Fee handling: protocol fee vault + DAO treasury distribution
COW-1092,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,[Node/Examples] CIP-22 auction → CIP-21 pool graduation
COW-1091,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,[Node/Examples] V3 position manager: positions as transferable NFTs
COW-1090,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,[Node/Examples] Native TWAP oracle via timer-driven price-cumulative tracking
COW-1089,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,"[Node/Examples] Validation hooks: can_swap, on_swap, can_add_liquidity, can_remove_liquidity"
COW-1076,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-20: Fungible Token Standard,[Node] Multi-token aggregator / multicall for batch operations across token IDs
COW-1074,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-20: Fungible Token Standard,[Node] Permits / EIP-2612-equivalent gasless approval + increase_allowance / decrease_allowance
COW-1028,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-12: On-Chain Governance & System Actor Upgrades,[Node] Replace vote-weight=1 with stake-weighted ERC20Votes-style checkpoints
COW-1005,CIP-conformance-audit,Node,medium,3,pav,Backlog,CIP-7: Watchtower (Simple Stream Protocol),[Node] Deterministic stream event emission
COW-1002,CIP-conformance-audit,Node,medium,3,pav,Backlog,CIP-7: Watchtower (Simple Stream Protocol),"[Node] Paid-mode billing: fee_per_key_epoch_cby, protocol_fee_bps, key_epoch_blocks"
COW-997,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-7: Watchtower (Simple Stream Protocol),"[Node/SDK] Filter DSL (depth ≤4, ≤16 predicates) — validation + compilation + evaluation"
COW-983,CIP-conformance-audit,Node,medium,3,pav,In Review,CIP-5: Native Timer Mechanism,[Node] Test TimerExpired event when current_height > expires_at
COW-982,CIP-conformance-audit,Node,medium,3,pav,In Review,CIP-5: Native Timer Mechanism,[Node] Test TimerCancelledInsufficientFunds event emission
COW-981,CIP-conformance-audit,Node,medium,3,pav,In Review,CIP-5: Native Timer Mechanism,[Node] Integration test: timer pre-charge/refund roundtrip
COW-964,CIP-conformance-audit,Node,medium,3,pav,Todo,CIP-3: Dual-Metered Fee Model,"[Node] Large-integer arithmetic surcharge: base_cost + max(bitlen(a), bitlen(b))/64"
COW-963,CIP-conformance-audit,Node,medium,3,pav,Todo,CIP-3: Dual-Metered Fee Model,[Node] Complete per-bytecode instruction cost table (string/list concat dynamic surcharges)
COW-962,CIP-conformance-audit,Node,medium,3,pav,Todo,CIP-2: Verifiable Off-Chain Compute,[Node] Dispute window: on-chain challenge / evidence / re-verification handler
COW-929,CIP-conformance-audit,Node,medium,3,pav,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] Relay registry: add relay_identity_pubkey + chain-verified handshake
COW-927,CIP-conformance-audit,Node,medium,3,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] POST /ras/challenge endpoint + chain-state challenge records
COW-2090,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",§3.3 Exactly-once-after-finality vs at-least-once-before-finality delivery
COW-2089,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",§3.3 dedup_window retention guarantee (entries retained ≥
COW-2088,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles","§3.3 Per-tx fanout hard limit of 1,024 messages (incl nested)"
COW-2085,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",§3.1 /tmp scratch space per-invocation cap at 256 KiB
COW-2022,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",§15 No per-actor 'list entitlements for actor' RPC
COW-2021,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",§13 Container Image Registry (0x0A) per WP §9 table not deployed as a
COW-2020,CIP-conformance-audit,Other,-,0,pav,Backlog,"Whitepaper — Economics, Entitlements & Genesis",§8.4 Slashed stake -> 100% burned
COW-2019,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",§8.3 Vesting schedules absent
COW-2011,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage",CBFS §2.6 prefix-overlap rejection on write-token issuance
COW-2010,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage","CBFS §8.1 fee components VOLUME_CREATION_FEE=1,000 CBY"
COW-2009,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage","CBFS §6.3 RELAY_UNSTAKE_DELAY=7,200-block cooldown after full drain"
COW-2007,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage",CBFS §7.1/§7.2/§7.4 on-chain PoR challenge loop
COW-2005,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage",WP §4.3/§State-Rent dynamic rent_rate adjustment
COW-1945,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",Appendix A TV1 (unsigned) and TV2 (signed) test vectors (exact CBOR hex
COW-1944,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",§2.5 signing hash defined as keccak256(CBOR(Tx_without_signature)) over
COW-1943,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",§2.5 to=null for actor creation and access_list as null|[[address
COW-1942,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",§2.5 canonical-CBOR ARRAY encoding in fixed field order (Tx = [chain_id
COW-1941,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",§2.4 EBNF Header field order
COW-1937,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",§2.1 field-set deviation
COW-1935,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",§1.2 exact derivation formula deviates
COW-1934,CIP-conformance-audit,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",§1.2 python_source canonicalization (UTF-8
COW-2056,CIP-conformance-audit,PVM,-,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),Standardized C-ABI cross-VM call wrapper for PVM<->future-EVM (WP Storage
COW-2055,CIP-conformance-audit,PVM,-,0,pav,Backlog,Whitepaper — Python Actor VM (PVM),Runtime integer bit-length enforcement (>4096 bits produced via arithmetic
COW-2054,CIP-conformance-audit,PVM,-,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),set_interval(every_n_blocks
COW-2051,CIP-conformance-audit,PVM,-,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),Eval/exec/compile/globals-modification reflection block as explicit
COW-2050,CIP-conformance-audit,PVM,-,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),Prohibition of `is` identity comparisons on strings/numbers (WP §3
COW-2049,CIP-conformance-audit,PVM,-,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),decimal module fixed rounding (ROUND_HALF_EVEN) + fixed precision
COW-2048,CIP-conformance-audit,PVM,-,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),Fixed recursion limit = 256 integrated with cycle metering (WP §3 'Fixed
COW-1507,CIP-conformance-audit,PVM,-,0,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),§14.3 token.* entitlement IDs (token.create/transfer/mint/burn) are NOT
COW-1506,CIP-conformance-audit,PVM,-,0,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),§11.5 canonical-ordering residual (minor/partial)
COW-1248,CIP-conformance-audit,PVM,high,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Exception-mapping determinism: identical input → identical `HostError` across validators
COW-1244,CIP-conformance-audit,PVM,high,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Activate determinism integration tests currently marked #[ignore]
COW-1243,CIP-conformance-audit,PVM,high,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Cross-platform determinism CI test (Linux x86 vs macOS ARM)
COW-1241,CIP-conformance-audit,PVM,high,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Explicit GC disable + cycle-detection rejection
COW-1240,CIP-conformance-audit,PVM,high,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Graceful stack-overflow handling (remove RUST_MIN_STACK workaround)
COW-1239,CIP-conformance-audit,PVM,high,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Enforce per-call heap cap (10 MiB); currently MAX_MEMORY_SIZE = isize::MAX
COW-1199,CIP-conformance-audit,PVM,high,2,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[PVM] Q96 math + SortedMap availability (host functions or SDK library)
COW-1085,CIP-conformance-audit,PVM,high,2,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,[PVM] Build platform AMM host functions (amm_get_amount_out / amm_get_amount_in / amm_quote / amm_tick_to_sqrt_price / amm_sqrt_price_to_tick / amm_get_liquidity_for_amounts / amm_get_amounts_for_liquidity)
COW-1251,CIP-conformance-audit,PVM,low,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Snapshot/rollback scope: clarify checkpoint vs failure-isolation semantics
COW-1131,CIP-conformance-audit,PVM,low,4,unassigned,Backlog,CIP-26: Account-Scoped Actor Libraries,[PVM] Dynamic imports inside handler body: explicit error rather than silent unresolvable
COW-1250,CIP-conformance-audit,PVM,medium,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Document the per-instruction (Phase 2a observe-only) gas plan + cutover criteria
COW-1249,CIP-conformance-audit,PVM,medium,0,pav,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Bytecode cache: instrumentation + persistence across handler calls
COW-1247,CIP-conformance-audit,PVM,medium,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM/Spec] Normative host-function table with gas costs in WP §3
COW-1245,CIP-conformance-audit,PVM,medium,0,unassigned,Backlog,Whitepaper — Python Actor VM (PVM),[PVM] Test memory + cells limit enforcement at handler boundary
COW-993,CIP-conformance-audit,PVM,medium,3,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),[CI] E2E continuation tests on live PVM sandbox
COW-1622,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§15.6 QUIC+TLS1.3 transport replacing plaintext HTTP for job content
COW-1621,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§14 Three-phase migration (Shadow / Hot Path / Sunset) gated by
COW-1620,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§13 CIP-11 system constants (MIN/MAX_SUBSET
COW-1619,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§12.4 Hello.version=1 versioning + Goodbye{unsupported_version} on
COW-1618,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§12.3 VotePresenceBitmap inter-validator encoding
COW-1617,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§12.1/§12.2 Length-prefixed CBOR frame envelope + full frame-type table
COW-1616,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§11.3 QUIC connection-loss handling + exponential-backoff reconnect
COW-1615,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§11.1 Per-dispatch ACK_TIMEOUT_BLOCKS HardFailure -> clear presence
COW-1614,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§10.6 Dispatch Outcome classification
COW-1613,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§10.5 JobCancel (0x24) push frame on reassignment/expiry/failure
COW-1612,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§10.4 JobProgress (0x22) optional streaming progress
COW-1611,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§10.3 JobResult (0x23) streamed back on job stream + signature
COW-1610,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§10.2 JobAck (0x21) with AckStatus Accepted/Duplicate/Reject
COW-1609,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§9.4 Result Verifier write path
COW-1608,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§9.4 New dispatcher state
COW-1607,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§9.3 MRU weight multiplier on Fisher-Yates iteration 0 only
COW-1606,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§9.1 Dispatcher Filter 1.5 Presence
COW-1605,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§8.4 Registry-order indexing of bitmaps as of parent block
COW-1604,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§8.2 presence_threshold(n)=floor((n-1)/3)+1 (f+1)
COW-1603,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§8.1 Canonical Presence Bitmap P(H) derived deterministically from
COW-1602,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§7.2 Per-validator bitmap construction (open auth stream + recent ping +
COW-1601,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§7.1 Vote payload extension
COW-1600,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§6.5 CapabilityDelta (0x13) advisory runtime capability/entitlement updates
COW-1599,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§6.4 BackpressureSignal (0x12) accepting_new=false -> validator clears bit
COW-1598,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§6.3 Control-stream HeartbeatPing/HeartbeatPong (0x10/0x11) once per
COW-1597,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§6.2 Per-IP Hello rate-limit for connection-storm DoS
COW-1596,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§6.2 Pubkey-bound TLS handshake + Hello/HelloAck (0x01/0x02) frames with
COW-1595,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§5.3 Subset rotation per SUBSET_EPOCH_BLOCKS / VALIDATOR_CHURN_THRESHOLD
COW-1594,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§5.2 Validator-side DoS gate
COW-1593,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§5.1 Subset size k = clamp(ceil(log2(|V|))+1
COW-1592,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,"§5.1 Connectivity Subset function Sub(R,t)=first k validators by"
COW-1591,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§4.1/§10.1 Push job delivery
COW-1590,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-11: Runner Connectivity & Push Job Delivery,§4.1/§6.1 Persistent QUIC (RFC9000)+TLS1.3 runner->validator control
COW-1588,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],v2 §5 system instruction opcodes 61–64 (RegisterBaseImage /
COW-1587,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],v2 §4 BillingAttestation.tee_signature
COW-1586,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],v2 §3 three-flow independent escrow model with container flow settling at
COW-1585,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],v2 §2 ContainerSettlementConfig {runner 89% / treasury 1% / burn 10%}
COW-1584,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],v2 §1 Container Registry actor address 0x10
COW-1583,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],Appendix B default seccomp profile (allowed/blocked syscall categories)
COW-1582,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§14.6 GPU side-channel mitigations (NVIDIA MIG isolation
COW-1581,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§14.5 clean container env / no host-fs / no docker socket / TEE-sealed
COW-1580,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§14.2 image supply-chain (digest pinning
COW-1579,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§14.1 container-escape mitigations (namespace isolation
COW-1578,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§13 parameter set (MAX_CPU_MILLICORES
COW-1577,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§12.4 attestation-based compute settlement distinct from CIP-3 Cycles/Cells
COW-1576,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§12.3 BillingAttestation {cpu_used
COW-1575,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§12.2 image-pull egress fees (pull_cost = size * EGRESS_FEE_PER_BYTE
COW-1574,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§12.1 compute-resource billing (max_compute_cost lock at submit_task from
COW-1573,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§11.3 CIP-4 STORAGE key-space layout for image/class entries (keccak256
COW-1572,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§11.2 Container Registry system actor (BaseImageEntry
COW-1571,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§11.1 OffchainTask.runtime_config
COW-1570,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§10.4 container exit-code → CIP-2 status mapping (0→COMPLETED
COW-1569,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§10.3 failure-mode handling (OOM kill
COW-1568,CIP-conformance-audit,Runner,-,0,unassigned,Backlog,CIP-10: Runner Container Runtime [Canceled],§10.1–10.2 full container lifecycle (image pull → create
COW-1301,CIP-conformance-audit,Runner,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,"[Node/Runner] BillingAttestation CAE freshness audit: per-event generation, no cached reuse"
COW-1114,CIP-conformance-audit,Runner,high,2,unassigned,Backlog,CIP-25: Cross-Chain Architecture,"[Node/Runner] Runner-committee attestation verifier (2-of-3 signature aggregation, threshold check)"
COW-957,CIP-conformance-audit,Runner,high,2,pav,Todo,CIP-2: Verifiable Off-Chain Compute,"[Node/Runner] TEE attestation verification pipeline (SGX, SEV-SNP, TDX, AWS Nitro)"
COW-1122,CIP-conformance-audit,Runner,low,4,unassigned,Backlog,CIP-25: Cross-Chain Architecture,[Runner] Runner job type `generate_inclusion_proof` (third-party proof service)
